,dataset_type,recall,precision,auroc,auprc,iteration,model_type
0,artificial_train,0.3700787401574803,0.8392857142857143,0.43190669714672764,0.3622322936153779,13,LogReg
1,train,0.0502283105022831,0.4583333333333333,0.6232034726020439,0.21559135841670357,13,LogReg
2,val,0.0,0.0,0.6114078822412156,0.25402109451966787,13,LogReg
3,test,0.0,0.0,0.7235858478859599,0.31605546950897556,13,LogReg
0,artificial_train,0.3816793893129771,0.8333333333333334,0.4333651399491094,0.36454195815706825,14,LogReg
1,train,0.0502283105022831,0.4782608695652174,0.589805146275985,0.19351974390091645,14,LogReg
2,val,0.0,0.0,0.5803952991452992,0.2660031329851068,14,LogReg
3,test,0.0,0.0,0.6940467903513816,0.3176128382690219,14,LogReg
0,artificial_train,0.3358208955223881,0.9,0.4235730893272332,0.3582875756351555,15,LogReg
1,train,0.045662100456621,0.5,0.5926456323178004,0.1921447772830424,15,LogReg
2,val,0.0,0.0,0.5855591168091168,0.29956299963178773,15,LogReg
3,test,0.0,0.0,0.6980418268212221,0.3297219108360132,15,LogReg
0,artificial_train,0.35251798561151076,0.8909090909090909,0.4235435181266752,0.3615467926268698,16,LogReg
1,train,0.045662100456621,0.5,0.5886917759509227,0.22664581145399934,16,LogReg
2,val,0.0,0.0,0.5783772554605888,0.3396228000896514,16,LogReg
3,test,0.0,0.0,0.6935020126509488,0.38212526611788433,16,LogReg
0,artificial_train,0.36363636363636365,0.8813559322033898,0.42049617049617055,0.3620540280021715,17,LogReg
1,train,0.045662100456621,0.5,0.5809441102013948,0.21708279564919478,17,LogReg
2,val,0.0,0.0,0.5720560303893637,0.32439036454780573,17,LogReg
3,test,0.0,0.0,0.6855119397112678,0.3540715977597247,17,LogReg
0,artificial_train,0.3673469387755102,0.9310344827586207,0.4056122448979592,0.35840965989576967,18,LogReg
1,train,0.045662100456621,0.5263157894736842,0.5789442187550015,0.2182796191071379,18,LogReg
2,val,0.0,0.0,0.568346391263058,0.29110081265389764,18,LogReg
3,test,0.0,0.0,0.6814866378136254,0.3314131334146792,18,LogReg
0,artificial_train,0.38961038961038963,0.8823529411764706,0.44717725197177244,0.3789900114828446,19,LogReg
1,train,0.045662100456621,0.5,0.5444088629844727,0.20248533827416781,19,LogReg
2,val,0.0,0.0,0.5351080246913581,0.2816214392871804,19,LogReg
3,test,0.0,0.0,0.6449865318846281,0.3334743559983875,19,LogReg
0,artificial_train,0.39490445859872614,0.9393939393939394,0.4237923454145764,0.36904653102979573,20,LogReg
1,train,0.045662100456621,0.5263157894736842,0.5612638979930108,0.22386732055528924,20,LogReg
2,val,0.0,0.0,0.5501246438746439,0.32960985311477564,20,LogReg
3,test,0.0,0.0,0.6636300354105504,0.36952891841363567,20,LogReg
0,artificial_train,0.35403726708074534,0.9193548387096774,0.4013573570357679,0.36363664755454095,21,LogReg
1,train,0.0410958904109589,0.5,0.5561368276460985,0.22614481641864473,21,LogReg
2,val,0.0,0.0,0.5447234093067427,0.3151312339369151,21,LogReg
3,test,0.0,0.0,0.6563663327381131,0.35073050349680623,21,LogReg
0,artificial_train,0.3614457831325301,0.9090909090909091,0.40777032179350303,0.3677607427229233,22,LogReg
1,train,0.0410958904109589,0.5,0.5471449705583136,0.20657075275536413,22,LogReg
2,val,0.0,0.0,0.5363247863247863,0.2547976361070049,22,LogReg
3,test,0.0,0.0,0.6451983898792409,0.3076045816578223,22,LogReg
0,artificial_train,0.36470588235294116,0.8985507246376812,0.387037037037037,0.3621799538085048,23,LogReg
1,train,0.0410958904109589,0.5,0.5410325674737209,0.20540703674304514,23,LogReg
2,val,0.0,0.0,0.5290835707502374,0.2421894109284539,23,LogReg
3,test,0.0,0.0,0.6381162797736146,0.2957187585808809,23,LogReg
0,artificial_train,0.37142857142857144,0.8904109589041096,0.3934101382488479,0.36572839686138703,24,LogReg
1,train,0.0410958904109589,0.5,0.5364733159925905,0.17588059809723194,24,LogReg
2,val,0.0,0.0,0.5269764957264957,0.20078023078944737,24,LogReg
3,test,0.0,0.0,0.6316394782240247,0.2534514364441428,24,LogReg
0,artificial_train,0.3743016759776536,0.881578947368421,0.3785356090265254,0.3615130461752425,25,LogReg
1,train,0.0410958904109589,0.5,0.5319488573341182,0.1704344248748661,25,LogReg
2,val,0.0,0.0,0.5212191358024691,0.17967503877328672,25,LogReg
3,test,0.0,0.0,0.6271904603371569,0.24422892650134703,25,LogReg
0,artificial_train,0.3804347826086957,0.875,0.3852925130099043,0.36444872144558943,26,LogReg
1,train,0.0410958904109589,0.5,0.5267591599064212,0.14823754792772179,26,LogReg
2,val,0.0,0.0,0.519082383665717,0.15729751695902566,26,LogReg
3,test,0.0,0.0,0.6204715353651524,0.2121163801997846,26,LogReg
0,artificial_train,0.3829787234042553,0.8674698795180723,0.36420112404656757,0.35825802676806756,27,LogReg
1,train,0.0410958904109589,0.5,0.530373438324155,0.15736293632387416,27,LogReg
2,val,0.0,0.0,0.5207146248812916,0.16347103871267954,27,LogReg
3,test,0.0,0.0,0.6254048000968493,0.22396386844638266,27,LogReg
0,artificial_train,0.3917525773195876,0.8636363636363636,0.38815965967884103,0.3693132641118407,28,LogReg
1,train,0.0410958904109589,0.5,0.519010102443987,0.15725244835111432,28,LogReg
2,val,0.0,0.0,0.5101792497625831,0.17066205830516223,28,LogReg
3,test,0.0,0.0,0.6117248267304258,0.2286465359401629,28,LogReg
0,artificial_train,0.3939393939393939,0.8571428571428571,0.3708815426997245,0.3642820476000826,29,LogReg
1,train,0.0410958904109589,0.5,0.5297207249710871,0.16459074924021314,29,LogReg
2,val,0.0,0.0,0.5200914055080722,0.17416764004771515,29,LogReg
3,test,0.0,0.0,0.6248297569686148,0.23510072182953348,29,LogReg
0,artificial_train,0.9130434782608695,0.9130434782608695,0.46265604821351697,0.47025485055108074,1,DT
1,train,0.4474885844748858,0.10888888888888888,0.5150708590626256,0.06442428599396477,1,DT
2,val,0.4375,0.11351351351351352,0.5209520417853751,0.0666236727979662,1,DT
3,test,0.3617021276595745,0.08173076923076923,0.5229109288459792,0.06551408811312419,1,DT
0,artificial_train,0.9456521739130435,0.8877551020408163,0.5675675675675675,0.5094946043105109,2,DT
1,train,0.2420091324200913,0.02774869109947644,0.4868107367867297,0.06102885134364477,2,DT
2,val,0.22916666666666666,0.02743142144638404,0.4983084045584045,0.06381653526988773,2,DT
3,test,0.19148936170212766,0.023622047244094488,0.5081867982203928,0.06368967210860298,2,DT
0,artificial_train,0.967391304347826,0.8018018018018018,0.41133668702838666,0.38857378864352043,3,DT
1,train,0.1187214611872146,0.0771513353115727,0.51261518163941,0.06409714629513188,3,DT
2,val,0.10416666666666667,0.07936507936507936,0.5211004273504274,0.06663279132791328,3,DT
3,test,0.0425531914893617,0.03278688524590164,0.5131351956659908,0.06430371880935085,3,DT
0,artificial_train,0.7934782608695652,0.9733333333333334,0.5476269498838368,0.45518027459839194,4,DT
1,train,0.0365296803652968,0.06201550387596899,0.500139867147086,0.06257800668007499,4,DT
2,val,0.020833333333333332,0.05,0.48988010446343777,0.06278548483184906,4,DT
3,test,0.0,0.0,0.523470839260313,0.06555090655509066,4,DT
0,artificial_train,0.7934782608695652,0.9605263157894737,0.5626349059512797,0.4446803705359569,5,DT
1,train,0.1232876712328767,0.08881578947368421,0.5075256875409685,0.06345897557040747,5,DT
2,val,0.10416666666666667,0.08333333333333333,0.5034128679962012,0.06435184873729728,5,DT
3,test,0.02127659574468085,0.018867924528301886,0.5276474682969643,0.0662054898113516,5,DT
0,artificial_train,0.8064516129032258,0.9615384615384616,0.5828315412186379,0.4431530843482417,6,DT
1,train,0.0502283105022831,0.07971014492753623,0.5025280464943448,0.06286687918137829,6,DT
2,val,0.020833333333333332,0.045454545454545456,0.49569681861348536,0.06347742031856848,6,DT
3,test,0.0,0.0,0.5086407796374202,0.06371873659543313,6,DT
0,artificial_train,0.8064516129032258,0.9615384615384616,0.5569556451612904,0.39535939042026214,7,DT
1,train,0.0502283105022831,0.08661417322834646,0.5033289772719365,0.06296823376818583,7,DT
2,val,0.020833333333333332,0.05263157894736842,0.4966613247863248,0.06360780333784394,7,DT
3,test,0.02127659574468085,0.045454545454545456,0.4958536363911504,0.06218364898872792,7,DT
0,artificial_train,0.7849462365591398,0.9864864864864865,0.7089500316255534,0.5476623749522399,8,DT
1,train,0.4429223744292237,0.09613478691774034,0.5836586462251874,0.07482584122784473,8,DT
2,val,0.22916666666666666,0.0502283105022831,0.49691358024691357,0.06425936495844006,8,DT
3,test,0.3617021276595745,0.07172995780590717,0.5342907296994642,0.06702344760487419,8,DT
0,artificial_train,0.7021276595744681,0.9850746268656716,0.5780042790918817,0.386214515563702,9,DT
1,train,0.1278538812785388,0.15555555555555556,0.5089842026668003,0.06364969200590719,9,DT
2,val,0.10416666666666667,0.14705882352941177,0.5074637939221273,0.06491239581937225,9,DT
3,test,0.02127659574468085,0.02702702702702703,0.5052510517236162,0.06329546717953279,9,DT
0,artificial_train,0.7553191489361702,0.9594594594594594,0.7339299786108295,0.5864793495398353,10,DT
1,train,0.547945205479452,0.12371134020618557,0.6249396344526881,0.09275043597900835,10,DT
2,val,0.4583333333333333,0.1004566210045662,0.5673076923076923,0.07766800280535235,10,DT
3,test,0.6382978723404256,0.1276595744680851,0.6550195212009322,0.10348529780254015,10,DT
0,artificial_train,0.7127659574468085,0.9436619718309859,0.5890356035496632,0.41377160805347674,11,DT
1,train,0.3424657534246575,0.18159806295399517,0.6301961340998887,0.09698910674313761,11,DT
2,val,0.3958333333333333,0.23170731707317074,0.6334134615384615,0.11575124767668483,11,DT
3,test,0.40425531914893614,0.20212765957446807,0.647074846402954,0.10606405715107434,11,DT
0,artificial_train,0.7052631578947368,0.9305555555555556,0.5948127530364372,0.4511771845115155,12,DT
1,train,0.3470319634703196,0.17674418604651163,0.6384093278165833,0.0992537107801852,12,DT
2,val,0.4166666666666667,0.23809523809523808,0.6527184235517568,0.12320109425493102,12,DT
3,test,0.425531914893617,0.20408163265306123,0.6450167973124301,0.10487968729146838,12,DT
0,artificial_train,0.6736842105263158,0.8767123287671232,0.6246016417189765,0.502515819077231,13,DT
1,train,0.3561643835616438,0.18660287081339713,0.6392986323637271,0.10248637443498336,13,DT
2,val,0.4375,0.25,0.6585796533713199,0.12867513130793443,13,DT
3,test,0.425531914893617,0.2127659574468085,0.6537786386610575,0.10986554191149608,13,DT
0,artificial_train,0.6736842105263158,0.8767123287671232,0.6002770083102492,0.4174988999885118,14,DT
1,train,0.1232876712328767,0.11587982832618025,0.5421730762004567,0.06874711822817323,14,DT
2,val,0.125,0.13636363636363635,0.5367996201329535,0.07076727641814301,14,DT
3,test,0.06382978723404255,0.07142857142857142,0.5029962773523804,0.06320519865037812,14,DT
0,artificial_train,0.5714285714285714,1.0,0.6260312635692574,0.42734297894034684,15,DT
1,train,0.4063926940639269,0.10265282583621683,0.583482594542537,0.07734465855058589,15,DT
2,val,0.20833333333333334,0.0546448087431694,0.48533950617283944,0.06238339438339438,15,DT
3,test,0.3404255319148936,0.07476635514018691,0.5150873157592083,0.06468713251866776,15,DT
0,artificial_train,0.5510204081632653,1.0,0.6440233236151603,0.48511860941879814,16,DT
1,train,0.589041095890411,0.11385701676963812,0.6430472110769213,0.09205991210237775,16,DT
2,val,0.5208333333333334,0.099601593625498,0.6078021130104464,0.08448529663482934,16,DT
3,test,0.6595744680851063,0.11231884057971014,0.6462576798523046,0.09227405810720257,16,DT
0,artificial_train,0.5454545454545454,1.0,0.6480752405949256,0.48205051280645206,17,DT
1,train,0.5981735159817352,0.1153169014084507,0.6497858849693615,0.09365695965305788,17,DT
2,val,0.5208333333333334,0.0992063492063492,0.6055911680911681,0.08422732426303856,17,DT
3,test,0.6595744680851063,0.11191335740072202,0.6439575073393663,0.09185541745663929,17,DT
0,artificial_train,0.5454545454545454,1.0,0.6324035812672177,0.4115813269001086,18,DT
1,train,0.4063926940639269,0.10289017341040463,0.584645370675774,0.07759919285766465,18,DT
2,val,0.20833333333333334,0.054945054945054944,0.48655626780626776,0.06251659558504126,18,DT
3,test,0.3404255319148936,0.07547169811320754,0.5162222693017765,0.06484051319568596,18,DT
0,artificial_train,0.5656565656565656,0.9824561403508771,0.7087296320872961,0.49356760846295966,19,DT
1,train,0.410958904109589,0.08341056533827618,0.5955863216888716,0.07896354532300359,19,DT
2,val,0.20833333333333334,0.045871559633027525,0.5070779914529915,0.06516872143108299,19,DT
3,test,0.3404255319148936,0.06177606177606178,0.5541902484791622,0.06994496739552508,19,DT
0,artificial_train,0.5454545454545454,1.0,0.661758429364063,0.47376690701095353,20,DT
1,train,0.4155251141552511,0.104959630911188,0.598231967923801,0.08053887368316683,20,DT
2,val,0.20833333333333334,0.054945054945054944,0.49373812915479587,0.0633683556545109,20,DT
3,test,0.3404255319148936,0.07511737089201878,0.5238945552495385,0.0658371724986812,20,DT
0,artificial_train,0.54,1.0,0.6377986348122866,0.4006730550770951,21,DT
1,train,0.4063926940639269,0.10289017341040463,0.586176950729188,0.07777277842762444,21,DT
2,val,0.20833333333333334,0.054945054945054944,0.4865265906932573,0.06256744287756347,21,DT
3,test,0.3404255319148936,0.07547169811320754,0.516010411307164,0.06475308381896261,21,DT
0,artificial_train,0.54,1.0,0.6824752475247525,0.5966840863856031,22,DT
1,train,0.4063926940639269,0.10433763188745604,0.6687103970696093,0.09672829674110328,22,DT
2,val,0.1875,0.05027932960893855,0.6293328584995252,0.09211243058880474,22,DT
3,test,0.3404255319148936,0.07547169811320754,0.6402045942919403,0.08680493804907072,22,DT
0,artificial_train,0.5544554455445545,0.9824561403508771,0.6612877633917237,0.4585293666399401,23,DT
1,train,0.6027397260273972,0.11691762621789194,0.6375916964841157,0.09156046627036729,23,DT
2,val,0.5208333333333334,0.10080645161290322,0.6030982905982907,0.08400693825116759,23,DT
3,test,0.6595744680851063,0.11191335740072202,0.6572288974304652,0.09519527492957224,23,DT
0,artificial_train,0.5,1.0,0.7041261987661108,0.5923005589111419,24,DT
1,train,0.1278538812785388,0.13145539906103287,0.5445619514041689,0.07168391725323339,24,DT
2,val,0.125,0.14634146341463414,0.5479136989553657,0.0777450845907636,24,DT
3,test,0.06382978723404255,0.075,0.5249235797948003,0.06607710941832297,24,DT
0,artificial_train,0.5339805825242718,0.9821428571428571,0.6412032950867903,0.4892298882405951,25,DT
1,train,0.2922374429223744,0.27350427350427353,0.6242917920947924,0.12091277246669573,25,DT
2,val,0.3541666666666667,0.3148148148148148,0.6531487416904084,0.15385622982480976,25,DT
3,test,0.3829787234042553,0.27692307692307694,0.6771889470657667,0.15040792453663565,25,DT
0,artificial_train,0.5192307692307693,0.9818181818181818,0.7183599954617653,0.5717199392380363,26,DT
1,train,0.4063926940639269,0.10372960372960373,0.5905942474938729,0.08070552697230318,26,DT
2,val,0.20833333333333334,0.05555555555555555,0.48615562678062674,0.06276361001496088,26,DT
3,test,0.3617021276595745,0.07981220657276995,0.5458672558336612,0.07006072890780833,26,DT
0,artificial_train,0.5192307692307693,0.9818181818181818,0.6927622878554112,0.566964518546042,27,DT
1,train,0.4063926940639269,0.10372960372960373,0.5900069446474026,0.0797771352773757,27,DT
2,val,0.20833333333333334,0.05555555555555555,0.48766915954415957,0.06223815630200716,27,DT
3,test,0.3617021276595745,0.07981220657276995,0.5485911443358251,0.06987196415505194,27,DT
0,artificial_train,0.5673076923076923,0.9833333333333333,0.6058361902721233,0.3136891705653311,28,DT
1,train,0.4474885844748858,0.1084070796460177,0.5152162930613371,0.06447766756800036,28,DT
2,val,0.22916666666666666,0.0582010582010582,0.5124643874643875,0.06556372900064356,28,DT
3,test,0.3617021276595745,0.07692307692307693,0.5205350927635363,0.06519865488815076,28,DT
0,artificial_train,0.4666666666666667,1.0,0.6835015527950311,0.548465860695369,29,DT
1,train,0.4063926940639269,0.10495283018867925,0.6475027799465304,0.08958253910124145,29,DT
2,val,0.1875,0.05027932960893855,0.5483736942070275,0.07108170357587958,29,DT
3,test,0.3404255319148936,0.07547169811320754,0.5862262038073909,0.07530341327205828,29,DT
0,artificial_train,0.5652173913043478,0.7761194029850746,0.4884847180370211,0.5766211654391795,1,NB
1,train,0.2694063926940639,0.20774647887323944,0.649499887967111,0.1499948685956111,1,NB
2,val,0.3125,0.3125,0.6409959639126306,0.1820120272846145,1,NB
3,test,0.2978723404255319,0.208955223880597,0.6992827093610968,0.1453221092159026,1,NB
0,artificial_train,0.5789473684210527,0.7638888888888888,0.4971734892787525,0.5563916809977332,2,NB
1,train,0.0867579908675799,0.09547738693467336,0.547075384912997,0.18767988219072712,2,NB
2,val,0.16666666666666666,0.23529411764705882,0.4378561253561254,0.10895763830423372,2,NB
3,test,0.02127659574468085,0.022222222222222223,0.5375139977603584,0.18878053289406224,2,NB
0,artificial_train,0.4375,0.8076923076923077,0.417156339031339,0.4941273396614868,3,NB
1,train,0.0502283105022831,0.0859375,0.6490058298853646,0.22081122701525396,3,NB
2,val,0.041666666666666664,0.11764705882352941,0.5703050807217473,0.12655600443794843,3,NB
3,test,0.0,0.0,0.7050028752156412,0.22495376070040785,3,NB
0,artificial_train,0.7422680412371134,0.72,0.550114547537228,0.4570236673983835,4,NB
1,train,0.0410958904109589,0.08181818181818182,0.7059046203476776,0.23554722495041217,4,NB
2,val,0.0,0.0,0.71542616334283,0.30787634304040346,4,NB
3,test,0.0,0.0,0.7871432462697859,0.2982884474449424,4,NB
0,artificial_train,0.4536082474226804,0.7586206896551724,0.41468314129775624,0.3942660441522924,5,NB
1,train,0.0365296803652968,0.12698412698412698,0.6988924748691442,0.23333571700406627,5,NB
2,val,0.0,0.0,0.7085113960113961,0.2959283438776771,5,NB
3,test,0.0,0.0,0.7825126358161073,0.2964713538112207,5,NB
0,artificial_train,0.3402061855670103,0.825,0.3887515887586499,0.3729460424990102,6,NB
1,train,0.0273972602739726,0.125,0.6997977841147105,0.234316959072562,6,NB
2,val,0.0,0.0,0.7100842830009497,0.2955511052696673,6,NB
3,test,0.0,0.0,0.7839351109227929,0.29962133771836597,6,NB
0,artificial_train,0.3163265306122449,0.8157894736842105,0.41369321922317315,0.36094103169037806,7,NB
1,train,0.0273972602739726,0.13636363636363635,0.6935740439976118,0.23017904272291917,7,NB
2,val,0.0,0.0,0.7048017568850902,0.29193491469648625,7,NB
3,test,0.0,0.0,0.7784570684906631,0.2958611222088949,7,NB
0,artificial_train,0.29292929292929293,0.8529411764705882,0.41654348361665433,0.3467381288764125,8,NB
1,train,0.0228310502283105,0.1388888888888889,0.6935990948299258,0.22842261561702132,8,NB
2,val,0.0,0.0,0.7060778727445394,0.29183125097911633,8,NB
3,test,0.0,0.0,0.7783662722072576,0.292752134334712,8,NB
0,artificial_train,0.25742574257425743,0.8666666666666667,0.3941975592908128,0.32319747916752584,9,NB
1,train,0.0228310502283105,0.17857142857142858,0.6960332007030933,0.2311129313793325,9,NB
2,val,0.0,0.0,0.7086894586894587,0.29307504567483317,9,NB
3,test,0.0,0.0,0.7814230804152418,0.3014053190544859,9,NB
0,artificial_train,0.2621359223300971,0.9310344827586207,0.39857065803667746,0.31696800756368854,10,NB
1,train,0.0228310502283105,0.19230769230769232,0.6980790186753955,0.23159414786883803,10,NB
2,val,0.0,0.0,0.7101436372269705,0.29444695148973526,10,NB
3,test,0.0,0.0,0.783087678944342,0.3017730709136561,10,NB
0,artificial_train,0.22330097087378642,0.92,0.4064895247828309,0.30601673082046876,11,NB
1,train,0.0182648401826484,0.16,0.6962920593036703,0.231708851120889,11,NB
2,val,0.0,0.0,0.7091049382716049,0.29428768305435865,11,NB
3,test,0.0,0.0,0.7818165309766653,0.30176809465719034,11,NB
0,artificial_train,0.2830188679245283,0.9090909090909091,0.38449382243080166,0.2913732925279181,12,NB
1,train,0.0228310502283105,0.2,0.6975251169386769,0.23159238533289456,12,NB
2,val,0.0,0.0,0.7103513770180437,0.2962766375187121,12,NB
3,test,0.0,0.0,0.7826639629551164,0.30165006226299856,12,NB
0,artificial_train,0.24770642201834864,0.9642857142857143,0.3647013851412124,0.2791029061132718,13,NB
1,train,0.0182648401826484,0.2,0.6971298704732797,0.22930342095829567,13,NB
2,val,0.0,0.0,0.7110339506172839,0.2982820977711675,13,NB
3,test,0.0,0.0,0.7824521049605037,0.29800689339759395,13,NB
0,artificial_train,0.23214285714285715,1.0,0.34652166553825325,0.2718799586770645,14,NB
1,train,0.0136986301369863,0.1875,0.6977039520471401,0.22786530425063853,14,NB
2,val,0.0,0.0,0.7115829772079773,0.29941811623833076,14,NB
3,test,0.0,0.0,0.7825580339578101,0.2968863158132864,14,NB
0,artificial_train,0.21052631578947367,1.0,0.3439677962028359,0.2684634688389898,15,NB
1,train,0.0136986301369863,0.21428571428571427,0.6989752817870707,0.22565209305537864,15,NB
2,val,0.0,0.0,0.7136010208926876,0.29894434709573026,15,NB
3,test,0.0,0.0,0.7828152900941255,0.2930908476602949,15,NB
0,artificial_train,0.2222222222222222,0.9629629629629629,0.3216095605476137,0.2589177809830291,16,NB
1,train,0.0136986301369863,0.21428571428571427,0.6963171101359843,0.22629928873238558,16,NB
2,val,0.0,0.0,0.7104700854700856,0.29858018580027174,16,NB
3,test,0.0,0.0,0.7810901607094217,0.2957216223624641,16,NB
0,artificial_train,0.18333333333333332,1.0,0.3333869814020029,0.2638915608078233,17,NB
1,train,0.0091324200913242,0.2222222222222222,0.6979579396525449,0.22374159151093612,17,NB
2,val,0.0,0.0,0.7120132953466287,0.29975024345852336,17,NB
3,test,0.0,0.0,0.7818467964044672,0.29151031148321016,17,NB
0,artificial_train,0.1557377049180328,1.0,0.354686756002993,0.2674314408751063,18,NB
1,train,0.0091324200913242,0.5,0.6974416141642973,0.22244295401492697,18,NB
2,val,0.0,0.0,0.7114494301994302,0.2998368677235558,18,NB
3,test,0.0,0.0,0.7806361792923944,0.29173579856547177,18,NB
0,artificial_train,0.16129032258064516,1.0,0.377914885347843,0.27239052931462227,19,NB
1,train,0.0091324200913242,0.6666666666666666,0.6967415825724144,0.2201939409535587,19,NB
2,val,0.0,0.0,0.7105591168091169,0.2997334169205086,19,NB
3,test,0.0,0.0,0.7794860930359251,0.2915868175608955,19,NB
0,artificial_train,0.168,1.0,0.377984496124031,0.269557056069571,20,NB
1,train,0.0091324200913242,0.6666666666666666,0.695000549726598,0.2196516074924432,20,NB
2,val,0.0,0.0,0.708511396011396,0.2985567277412149,20,NB
3,test,0.0,0.0,0.7782452104960504,0.29008034910057506,20,NB
0,artificial_train,0.1875,1.0,0.38450766509433965,0.2718768792485524,21,NB
1,train,0.0136986301369863,0.75,0.6910828778952848,0.2174899807258714,21,NB
2,val,0.0,0.0,0.7047720797720798,0.2968108143595231,21,NB
3,test,0.0,0.0,0.7735843346145698,0.28753749144856494,21,NB
0,artificial_train,0.183206106870229,1.0,0.3943365514144589,0.27359959707335685,22,NB
1,train,0.0091324200913242,0.6666666666666666,0.7000663847056319,0.22140766269240775,22,NB
2,val,0.0,0.0,0.7109449192782527,0.30202324626087357,22,NB
3,test,0.0,0.0,0.7821191852546836,0.29097859075561483,22,NB
0,artificial_train,0.19548872180451127,1.0,0.39559613319011816,0.2720402247095621,23,NB
1,train,0.0091324200913242,0.6666666666666666,0.6961097449129414,0.2201997214113984,23,NB
2,val,0.0,0.0,0.7062559354226021,0.2992276128802605,23,NB
3,test,0.0,0.0,0.7785781302018703,0.28891412042047204,23,NB
0,artificial_train,0.2074074074074074,0.9655172413793104,0.39539609053497937,0.2728861455233482,24,NB
1,train,0.0091324200913242,0.6666666666666666,0.6965836231575461,0.21993876810073684,24,NB
2,val,0.0,0.0,0.7066417378917379,0.29996181024321333,24,NB
3,test,0.0,0.0,0.7786991919130777,0.28857960645449177,24,NB
0,artificial_train,0.21739130434782608,0.9375,0.3982436747727831,0.27671583506509445,25,NB
1,train,0.0091324200913242,0.6666666666666666,0.6942003148054596,0.21812407444024476,25,NB
2,val,0.0,0.0,0.7050985280151947,0.2985455007914155,25,NB
3,test,0.0,0.0,0.776610877394752,0.28803637869309506,25,NB
0,artificial_train,0.2198581560283688,1.0,0.39807900051665024,0.2773728285728406,26,NB
1,train,0.0091324200913242,1.0,0.6926297667906682,0.21716089534292946,26,NB
2,val,0.0,0.0,0.7051875593542261,0.29682401486101745,26,NB
3,test,0.0,0.0,0.7746133591598319,0.2868981405291392,26,NB
0,artificial_train,0.27586206896551724,0.8888888888888888,0.4075459023734886,0.2790824560285776,27,NB
1,train,0.0182648401826484,0.4,0.6890746361714534,0.21489162370090065,27,NB
2,val,0.0,0.0,0.7027985517568851,0.2952521440796238,27,NB
3,test,0.0,0.0,0.7711328349626223,0.28498094788750095,27,NB
0,artificial_train,0.2328767123287671,0.8947368421052632,0.4025755153191305,0.27077475977420956,28,NB
1,train,0.0091324200913242,0.6666666666666666,0.7008492232154414,0.22086706381696888,28,NB
2,val,0.0,0.0,0.7106629867046534,0.30113508811904544,28,NB
3,test,0.0,0.0,0.7817862655488635,0.28874351676641674,28,NB
0,artificial_train,0.23648648648648649,1.0,0.40355509355509356,0.27058960721839814,29,NB
1,train,0.0091324200913242,1.0,0.6980323962930335,0.2203234937593222,29,NB
2,val,0.0,0.0,0.7077991452991452,0.30041148849380594,29,NB
3,test,0.0,0.0,0.7797887473139433,0.2882458182217936,29,NB
